Time,ID,Instance,Obj,Feasible,Validator-Obj
2015-05-25 Mon 14:52:10,4,n100w4,2695,1,0
2015-05-25 Mon 14:52:13,5,n100w4,2635,1,0
2015-05-25 Mon 14:52:16,6,n100w4,2670,1,0
2015-05-25 Mon 14:52:19,7,n100w4,2675,1,0
2015-05-25 Mon 15:24:05,0,n060w8,4750,1,0
2015-05-25 Mon 15:24:07,1,n060w8,4610,1,0
2015-05-25 Mon 15:24:10,2,n060w8,4575,1,0
2015-05-25 Mon 15:24:13,3,n060w8,4510,1,0
2015-05-25 Mon 15:24:16,4,n060w8,4595,1,0
2015-05-25 Mon 15:24:19,5,n060w8,4580,1,0
2015-05-25 Mon 15:24:22,6,n060w8,4780,1,0
2015-05-25 Mon 15:24:25,7,n060w8,4470,1,0
2015-05-25 Mon 16:04:11,0,n080w4,4220,1,0
2015-05-25 Mon 16:04:13,1,n080w4,4205,1,0
2015-05-25 Mon 16:04:16,2,n080w4,4070,1,0
2015-05-25 Mon 16:04:19,3,n080w4,4105,1,0
2015-05-25 Mon 16:04:22,4,n080w4,4285,1,0
2015-05-25 Mon 16:04:25,5,n080w4,4210,1,0
2015-05-25 Mon 16:04:28,6,n080w4,4195,1,0
2015-05-25 Mon 16:04:31,7,n080w4,4200,1,0
2015-05-25 Mon 16:28:37,0,n050w8,6945,1,0
2015-05-25 Mon 16:28:39,1,n050w8,6855,1,0
2015-05-25 Mon 16:28:42,2,n050w8,7135,1,0
2015-05-25 Mon 16:28:45,3,n050w8,6975,1,0
2015-05-25 Mon 16:28:48,4,n050w8,6965,1,0
2015-05-25 Mon 16:28:51,5,n050w8,6830,1,0
2015-05-25 Mon 16:28:54,6,n050w8,6850,1,0
2015-05-25 Mon 16:28:57,7,n050w8,6980,1,0
2015-05-25 Mon 16:58:51,0,n060w4,3330,1,0
2015-05-25 Mon 16:58:53,1,n060w4,3245,1,0
2015-05-25 Mon 16:58:56,2,n060w4,3380,1,0
2015-05-25 Mon 16:58:59,3,n060w4,3395,1,0
2015-05-25 Mon 16:59:02,4,n060w4,3495,1,0
2015-05-25 Mon 16:59:05,5,n060w4,3405,1,0
2015-05-25 Mon 16:59:08,6,n060w4,3440,1,0
2015-05-25 Mon 16:59:11,7,n060w4,3480,1,0
2015-05-25 Mon 17:15:37,0,n040w8,3875,1,0
2015-05-25 Mon 17:15:39,1,n040w8,3675,1,0
2015-05-25 Mon 17:15:42,2,n040w8,3710,1,0
2015-05-25 Mon 17:15:45,3,n040w8,4000,1,0
2015-05-25 Mon 17:15:48,4,n040w8,3725,1,0
2015-05-25 Mon 17:15:51,5,n040w8,3580,1,0
2015-05-25 Mon 17:15:54,6,n040w8,3935,1,0
2015-05-25 Mon 17:15:57,7,n040w8,3630,1,0
2015-05-25 Mon 17:37:06,0,n050w4,1930,1,0
2015-05-25 Mon 17:37:08,1,n050w4,2045,1,0
2015-05-25 Mon 17:37:11,2,n050w4,1845,1,0
2015-05-25 Mon 17:37:13,3,n050w4,2000,1,0
2015-05-25 Mon 17:37:17,4,n050w4,1920,1,0
2015-05-25 Mon 17:37:20,5,n050w4,1825,1,0
2015-05-25 Mon 17:37:23,6,n050w4,1970,1,0
2015-05-25 Mon 17:37:26,7,n050w4,1895,1,0
2015-05-25 Mon 17:49:28,0,n030w8,2670,1,0
2015-05-25 Mon 17:49:31,1,n030w8,2720,1,0
2015-05-25 Mon 17:49:33,2,n030w8,2700,1,0
2015-05-25 Mon 17:49:36,3,n030w8,2765,1,0
2015-05-25 Mon 17:49:39,4,n030w8,2765,1,0
2015-05-25 Mon 17:49:42,5,n030w8,2760,1,0
2015-05-25 Mon 17:49:45,6,n030w8,2685,1,0
2015-05-25 Mon 17:49:48,7,n030w8,2750,1,0
2015-05-25 Mon 18:02:11,0,n040w4,2210,1,0
2015-05-25 Mon 18:02:13,1,n040w4,2195,1,0
2015-05-25 Mon 18:02:16,2,n040w4,2270,1,0
2015-05-25 Mon 18:02:19,3,n040w4,2225,1,0
2015-05-25 Mon 18:02:22,4,n040w4,2120,1,0
2015-05-25 Mon 18:02:25,5,n040w4,2200,1,0
2015-05-25 Mon 18:02:28,6,n040w4,2190,1,0
2015-05-25 Mon 18:02:31,7,n040w4,2155,1,0
2015-05-25 Mon 18:11:17,0,n030w4,2220,1,0
2015-05-25 Mon 18:11:19,1,n030w4,2210,1,0
2015-05-25 Mon 18:11:22,2,n030w4,2200,1,0
2015-05-25 Mon 18:11:25,3,n030w4,2275,1,0
2015-05-25 Mon 18:11:28,4,n030w4,2295,1,0
2015-05-25 Mon 18:11:31,5,n030w4,2235,1,0
2015-05-25 Mon 18:11:34,6,n030w4,2255,1,0
2015-05-25 Mon 18:11:37,7,n030w4,2165,1,0
2015-05-25 Mon 18:26:57,0,n120w8,5870,1,0
2015-05-25 Mon 18:26:59,1,n120w8,5825,1,0
2015-05-25 Mon 18:27:02,2,n120w8,5690,1,0
2015-05-25 Mon 18:27:05,3,n120w8,5765,1,0
2015-05-25 Mon 18:27:08,4,n120w8,5630,1,0
2015-05-25 Mon 18:27:11,5,n120w8,6075,1,0
2015-05-25 Mon 18:27:14,6,n120w8,5765,1,0
2015-05-25 Mon 18:27:17,7,n120w8,5790,1,0
2015-05-25 Mon 19:55:15,0,n100w8,4585,1,0
2015-05-25 Mon 19:55:17,1,n100w8,4755,1,0
2015-05-25 Mon 19:55:20,2,n100w8,4790,1,0
2015-05-25 Mon 19:55:23,3,n100w8,4375,1,0
2015-05-25 Mon 19:55:26,4,n100w8,4795,1,0
2015-05-25 Mon 19:55:29,5,n100w8,4435,1,0
2015-05-25 Mon 19:55:32,6,n100w8,4805,1,0
2015-05-25 Mon 19:55:35,7,n100w8,4700,1,0
2015-05-25 Mon 21:10:24,0,n120w4,3410,1,0
2015-05-25 Mon 21:10:26,1,n120w4,3390,1,0
2015-05-25 Mon 21:10:29,2,n120w4,3295,1,0
2015-05-25 Mon 21:10:32,3,n120w4,3345,1,0
2015-05-25 Mon 21:10:35,4,n120w4,3310,1,0
2015-05-25 Mon 21:10:38,5,n120w4,3315,1,0
2015-05-25 Mon 21:10:41,6,n120w4,3110,1,0
2015-05-25 Mon 21:10:44,7,n120w4,3285,1,0
2015-05-25 Mon 21:51:16,0,n080w8,6280,1,0
2015-05-25 Mon 21:51:17,1,n080w8,6505,1,0
2015-05-25 Mon 21:51:20,2,n080w8,6355,1,0
2015-05-25 Mon 21:51:23,3,n080w8,6375,1,0
2015-05-25 Mon 21:51:26,4,n080w8,6380,1,0
2015-05-25 Mon 21:51:29,5,n080w8,6290,1,0
2015-05-25 Mon 21:51:32,6,n080w8,6510,1,0
2015-05-25 Mon 21:51:35,7,n080w8,6220,1,0
2015-05-25 Mon 22:48:53,0,n100w4,2550,1,0
2015-05-25 Mon 22:48:55,1,n100w4,2695,1,0
2015-05-25 Mon 22:48:58,2,n100w4,2770,1,0
2015-05-25 Mon 22:49:01,3,n100w4,2780,1,0
2015-05-25 Mon 22:49:04,4,n100w4,2820,1,0
2015-05-25 Mon 22:49:07,5,n100w4,2570,1,0
2015-05-25 Mon 22:49:10,6,n100w4,2620,1,0
2015-05-25 Mon 22:49:13,7,n100w4,2650,1,0
2015-05-25 Mon 23:20:59,0,n060w8,4630,1,0
2015-05-25 Mon 23:21:01,1,n060w8,4730,1,0
2015-05-25 Mon 23:21:03,2,n060w8,4595,1,0
2015-05-25 Mon 23:21:06,3,n060w8,4705,1,0
2015-05-25 Mon 23:21:09,4,n060w8,4520,1,0
2015-05-25 Mon 23:21:12,5,n060w8,4405,1,0
2015-05-25 Mon 23:21:15,6,n060w8,4400,1,0
2015-05-25 Mon 23:21:18,7,n060w8,4715,1,0
2015-05-26 Tue 00:01:05,0,n080w4,4055,1,0
2015-05-26 Tue 00:01:06,1,n080w4,4280,1,0
2015-05-26 Tue 00:01:09,2,n080w4,4320,1,0
2015-05-26 Tue 00:01:12,3,n080w4,4260,1,0
2015-05-26 Tue 00:01:15,4,n080w4,4165,1,0
2015-05-26 Tue 00:01:18,5,n080w4,4120,1,0
2015-05-26 Tue 00:01:21,6,n080w4,4145,1,0
2015-05-26 Tue 00:01:24,7,n080w4,4325,1,0
2015-05-26 Tue 00:25:30,0,n050w8,7035,1,0
2015-05-26 Tue 00:25:32,1,n050w8,7145,1,0
2015-05-26 Tue 00:25:35,2,n050w8,7070,1,0
2015-05-26 Tue 00:25:38,3,n050w8,7010,1,0
2015-05-26 Tue 00:25:41,4,n050w8,7090,1,0
2015-05-26 Tue 00:25:44,5,n050w8,6950,1,0
2015-05-26 Tue 00:25:47,6,n050w8,7000,1,0
2015-05-26 Tue 00:25:50,7,n050w8,6775,1,0
2015-05-26 Tue 00:55:45,0,n060w4,3450,1,0
2015-05-26 Tue 00:55:47,1,n060w4,3450,1,0
2015-05-26 Tue 00:55:49,2,n060w4,3470,1,0
2015-05-26 Tue 00:55:52,3,n060w4,3500,1,0
2015-05-26 Tue 00:55:55,4,n060w4,3475,1,0
2015-05-26 Tue 00:55:58,5,n060w4,3500,1,0
2015-05-26 Tue 00:56:01,6,n060w4,3295,1,0
2015-05-26 Tue 00:56:04,7,n060w4,3465,1,0
2015-05-26 Tue 01:12:31,0,n040w8,3850,1,0
2015-05-26 Tue 01:12:32,1,n040w8,3680,1,0
2015-05-26 Tue 01:12:35,2,n040w8,3940,1,0
2015-05-26 Tue 01:12:38,3,n040w8,3790,1,0
2015-05-26 Tue 01:12:41,4,n040w8,3805,1,0
2015-05-26 Tue 01:12:44,5,n040w8,3855,1,0
2015-05-26 Tue 01:12:47,6,n040w8,3720,1,0
2015-05-26 Tue 01:12:50,7,n040w8,3805,1,0
2015-05-26 Tue 01:33:59,0,n050w4,1935,1,0
2015-05-26 Tue 01:34:01,1,n050w4,1970,1,0
2015-05-26 Tue 01:34:04,2,n050w4,1850,1,0
2015-05-26 Tue 01:34:07,3,n050w4,1990,1,0
2015-05-26 Tue 01:34:10,4,n050w4,1985,1,0
2015-05-26 Tue 01:34:13,5,n050w4,2090,1,0
2015-05-26 Tue 01:34:16,6,n050w4,1910,1,0
2015-05-26 Tue 01:34:19,7,n050w4,1900,1,0
2015-05-26 Tue 01:46:22,0,n030w8,2680,1,0
2015-05-26 Tue 01:46:24,1,n030w8,2630,1,0
2015-05-26 Tue 01:46:27,2,n030w8,2715,1,0
2015-05-26 Tue 01:46:30,3,n030w8,2875,1,0
2015-05-26 Tue 01:46:33,4,n030w8,2695,1,0
2015-05-26 Tue 01:46:36,5,n030w8,2755,1,0
2015-05-26 Tue 01:46:39,6,n030w8,2730,1,0
2015-05-26 Tue 01:46:42,7,n030w8,2685,1,0
2015-05-26 Tue 01:59:05,0,n040w4,2200,1,0
2015-05-26 Tue 01:59:07,1,n040w4,2145,1,0
2015-05-26 Tue 01:59:10,2,n040w4,2220,1,0
2015-05-26 Tue 01:59:12,3,n040w4,2150,1,0
2015-05-26 Tue 01:59:16,4,n040w4,2210,1,0
2015-05-26 Tue 01:59:19,5,n040w4,2215,1,0
2015-05-26 Tue 01:59:22,6,n040w4,2155,1,0
2015-05-26 Tue 01:59:25,7,n040w4,2215,1,0
2015-05-26 Tue 02:08:11,0,n030w4,2170,1,0
2015-05-26 Tue 02:08:12,1,n030w4,2285,1,0
2015-05-26 Tue 02:08:15,2,n030w4,2315,1,0
2015-05-26 Tue 02:08:18,3,n030w4,2210,1,0
2015-05-26 Tue 02:08:21,4,n030w4,2250,1,0
2015-05-26 Tue 02:08:24,5,n030w4,2145,1,0
2015-05-26 Tue 02:08:27,6,n030w4,2220,1,0
2015-05-26 Tue 02:08:30,7,n030w4,2280,1,0
2015-05-26 Tue 02:23:51,0,n120w8,5990,1,0
2015-05-26 Tue 02:23:53,1,n120w8,5790,1,0
2015-05-26 Tue 02:23:55,2,n120w8,6155,1,0
2015-05-26 Tue 02:23:58,3,n120w8,5505,1,0
2015-05-26 Tue 02:24:01,4,n120w8,5550,1,0
2015-05-26 Tue 02:24:04,5,n120w8,5940,1,0
2015-05-26 Tue 02:24:07,6,n120w8,5800,1,0
2015-05-26 Tue 02:24:10,7,n120w8,5775,1,0
2015-05-26 Tue 03:52:09,0,n100w8,4870,1,0
2015-05-26 Tue 03:52:10,1,n100w8,4935,1,0
2015-05-26 Tue 03:52:13,2,n100w8,4780,1,0
2015-05-26 Tue 03:52:16,3,n100w8,4530,1,0
2015-05-26 Tue 03:52:19,4,n100w8,4745,1,0
2015-05-26 Tue 03:52:22,5,n100w8,4450,1,0
2015-05-26 Tue 03:52:25,6,n100w8,4965,1,0
2015-05-26 Tue 03:52:28,7,n100w8,4580,1,0
2015-05-26 Tue 05:07:17,0,n120w4,3265,1,0
2015-05-26 Tue 05:07:19,1,n120w4,3220,1,0
2015-05-26 Tue 05:07:22,2,n120w4,3285,1,0
2015-05-26 Tue 05:07:25,3,n120w4,3295,1,0
2015-05-26 Tue 05:07:28,4,n120w4,3295,1,0
2015-05-26 Tue 05:07:31,5,n120w4,3135,1,0
2015-05-26 Tue 05:07:34,6,n120w4,3265,1,0
2015-05-26 Tue 05:07:37,7,n120w4,3225,1,0
2015-05-26 Tue 05:48:09,0,n080w8,6510,1,0
2015-05-26 Tue 05:48:11,1,n080w8,6515,1,0
2015-05-26 Tue 05:48:13,2,n080w8,6355,1,0
2015-05-26 Tue 05:48:16,3,n080w8,6430,1,0
2015-05-26 Tue 05:48:19,4,n080w8,6280,1,0
2015-05-26 Tue 05:48:23,5,n080w8,6285,1,0
2015-05-26 Tue 05:48:25,6,n080w8,6220,1,0
2015-05-26 Tue 05:48:29,7,n080w8,6460,1,0
2015-05-26 Tue 06:45:46,0,n100w4,2685,1,0
2015-05-26 Tue 06:45:48,1,n100w4,2680,1,0
2015-05-26 Tue 06:45:51,2,n100w4,2860,1,0
2015-05-26 Tue 06:45:54,3,n100w4,2605,1,0
2015-05-26 Tue 06:45:57,4,n100w4,2700,1,0
2015-05-26 Tue 06:46:00,5,n100w4,2625,1,0
2015-05-26 Tue 06:46:03,6,n100w4,2755,1,0
2015-05-26 Tue 06:46:06,7,n100w4,2850,1,0
2015-05-26 Tue 07:17:52,0,n060w8,4525,1,0
2015-05-26 Tue 07:17:54,1,n060w8,4455,1,0
2015-05-26 Tue 07:17:57,2,n060w8,4365,1,0
2015-05-26 Tue 07:18:00,3,n060w8,4445,1,0
2015-05-26 Tue 07:18:03,4,n060w8,4755,1,0
2015-05-26 Tue 07:18:06,5,n060w8,4525,1,0
2015-05-26 Tue 07:18:09,6,n060w8,4565,1,0
2015-05-26 Tue 07:18:12,7,n060w8,4680,1,0
2015-05-26 Tue 07:57:58,0,n080w4,4115,1,0
2015-05-26 Tue 07:58:00,1,n080w4,4310,1,0
2015-05-26 Tue 07:58:03,2,n080w4,4130,1,0
2015-05-26 Tue 07:58:05,3,n080w4,4170,1,0
2015-05-26 Tue 07:58:09,4,n080w4,4275,1,0
2015-05-26 Tue 07:58:12,5,n080w4,4215,1,0
2015-05-26 Tue 07:58:14,6,n080w4,4180,1,0
2015-05-26 Tue 07:58:18,7,n080w4,4315,1,0
2015-05-26 Tue 08:22:24,0,n050w8,7145,1,0
2015-05-26 Tue 08:22:25,1,n050w8,7145,1,0
2015-05-26 Tue 08:22:28,2,n050w8,7295,1,0
2015-05-26 Tue 08:22:31,3,n050w8,6800,1,0
2015-05-26 Tue 08:22:34,4,n050w8,6835,1,0
2015-05-26 Tue 08:22:37,5,n050w8,6975,1,0
2015-05-26 Tue 08:22:40,6,n050w8,7045,1,0
2015-05-26 Tue 08:22:43,7,n050w8,6785,1,0
2015-05-26 Tue 08:52:38,0,n060w4,3520,1,0
2015-05-26 Tue 08:52:40,1,n060w4,3340,1,0
2015-05-26 Tue 08:52:43,2,n060w4,3390,1,0
2015-05-26 Tue 08:52:46,3,n060w4,3360,1,0
2015-05-26 Tue 08:52:49,4,n060w4,3445,1,0
2015-05-26 Tue 08:52:52,5,n060w4,3400,1,0
2015-05-26 Tue 08:52:55,6,n060w4,3465,1,0
2015-05-26 Tue 08:52:58,7,n060w4,3490,1,0
2015-05-26 Tue 09:09:24,0,n040w8,3730,1,0
2015-05-26 Tue 09:09:26,1,n040w8,3885,1,0
2015-05-26 Tue 09:09:28,2,n040w8,3845,1,0
2015-05-26 Tue 09:09:31,3,n040w8,3705,1,0
2015-05-26 Tue 09:09:34,4,n040w8,3710,1,0
2015-05-26 Tue 09:09:37,5,n040w8,3915,1,0
2015-05-26 Tue 09:09:40,6,n040w8,3570,1,0
2015-05-26 Tue 09:09:43,7,n040w8,3735,1,0
2015-05-26 Tue 09:30:53,0,n050w4,1825,1,0
2015-05-26 Tue 09:30:54,1,n050w4,2055,1,0
2015-05-26 Tue 09:30:57,2,n050w4,1985,1,0
2015-05-26 Tue 09:31:00,3,n050w4,1875,1,0
2015-05-26 Tue 09:31:03,4,n050w4,1990,1,0
2015-05-26 Tue 09:31:06,5,n050w4,1955,1,0
2015-05-26 Tue 09:31:09,6,n050w4,1860,1,0
2015-05-26 Tue 09:31:12,7,n050w4,1935,1,0
2015-05-26 Tue 09:43:16,0,n030w8,2935,1,0
2015-05-26 Tue 09:43:17,1,n030w8,2800,1,0
2015-05-26 Tue 09:43:20,2,n030w8,2730,1,0
2015-05-26 Tue 09:43:23,3,n030w8,2725,1,0
2015-05-26 Tue 09:43:26,4,n030w8,2770,1,0
2015-05-26 Tue 09:43:29,5,n030w8,2810,1,0
2015-05-26 Tue 09:43:32,6,n030w8,2800,1,0
2015-05-26 Tue 09:43:35,7,n030w8,2725,1,0
2015-05-26 Tue 09:55:59,0,n040w4,2240,1,0
2015-05-26 Tue 09:56:00,1,n040w4,2220,1,0
2015-05-26 Tue 09:56:03,2,n040w4,2120,1,0
2015-05-26 Tue 09:56:06,3,n040w4,2210,1,0
2015-05-26 Tue 09:56:09,4,n040w4,2215,1,0
2015-05-26 Tue 09:56:12,5,n040w4,2175,1,0
2015-05-26 Tue 09:56:15,6,n040w4,2225,1,0
2015-05-26 Tue 09:56:18,7,n040w4,2165,1,0
2015-05-26 Tue 10:05:04,0,n030w4,2265,1,0
2015-05-26 Tue 10:05:06,1,n030w4,2220,1,0
2015-05-26 Tue 10:05:09,2,n030w4,2200,1,0
2015-05-26 Tue 10:05:11,3,n030w4,2255,1,0
2015-05-26 Tue 10:05:15,4,n030w4,2210,1,0
2015-05-26 Tue 10:05:18,5,n030w4,2240,1,0
2015-05-26 Tue 10:05:20,6,n030w4,2230,1,0
2015-05-26 Tue 10:05:24,7,n030w4,2250,1,0
2015-05-26 Tue 10:20:45,0,n120w8,5660,1,0
2015-05-26 Tue 10:20:46,1,n120w8,5815,1,0
2015-05-26 Tue 10:20:49,2,n120w8,5630,1,0
2015-05-26 Tue 10:20:52,3,n120w8,5920,1,0
2015-05-26 Tue 10:20:55,4,n120w8,5895,1,0
2015-05-26 Tue 10:20:58,5,n120w8,5650,1,0
2015-05-26 Tue 10:21:01,6,n120w8,5700,1,0
2015-05-26 Tue 10:21:04,7,n120w8,5490,1,0
2015-05-26 Tue 11:49:02,0,n100w8,4785,1,0
2015-05-26 Tue 11:49:03,1,n100w8,4545,1,0
2015-05-26 Tue 11:49:06,2,n100w8,4395,1,0
2015-05-26 Tue 11:49:09,3,n100w8,4730,1,0
2015-05-26 Tue 11:49:12,4,n100w8,4615,1,0
2015-05-26 Tue 11:49:15,5,n100w8,4580,1,0
2015-05-26 Tue 11:49:18,6,n100w8,4675,1,0
2015-05-26 Tue 11:49:21,7,n100w8,4780,1,0
2015-05-26 Tue 13:04:11,0,n120w4,3285,1,0
2015-05-26 Tue 13:04:12,1,n120w4,3285,1,0
2015-05-26 Tue 13:04:15,2,n120w4,3400,1,0
2015-05-26 Tue 13:04:18,3,n120w4,3270,1,0
2015-05-26 Tue 13:04:21,4,n120w4,3230,1,0
2015-05-26 Tue 13:04:24,5,n120w4,3140,1,0
2015-05-26 Tue 13:04:27,6,n120w4,3375,1,0
2015-05-26 Tue 13:04:30,7,n120w4,3225,1,0
2015-05-26 Tue 13:45:03,0,n080w8,6265,1,0
2015-05-26 Tue 13:45:04,1,n080w8,6015,1,0
2015-05-26 Tue 13:45:07,2,n080w8,6580,1,0
2015-05-26 Tue 13:45:10,3,n080w8,6310,1,0
2015-05-26 Tue 13:45:13,4,n080w8,6220,1,0
2015-05-26 Tue 13:45:16,5,n080w8,6210,1,0
2015-05-26 Tue 13:45:19,6,n080w8,6230,1,0
2015-05-26 Tue 13:45:22,7,n080w8,6330,1,0
2015-05-26 Tue 14:42:40,0,n100w4,2660,1,0
2015-05-26 Tue 14:42:41,1,n100w4,2755,1,0
2015-05-26 Tue 14:42:44,2,n100w4,2685,1,0
2015-05-26 Tue 14:42:47,3,n100w4,2675,1,0
2015-05-26 Tue 14:42:50,4,n100w4,2695,1,0
2015-05-26 Tue 14:42:53,5,n100w4,2740,1,0
2015-05-26 Tue 14:42:56,6,n100w4,2620,1,0
2015-05-26 Tue 14:42:59,7,n100w4,2775,1,0
2015-05-26 Tue 15:14:46,0,n060w8,4335,1,0
2015-05-26 Tue 15:14:47,1,n060w8,4510,1,0
2015-05-26 Tue 15:14:50,2,n060w8,4610,1,0
2015-05-26 Tue 15:14:53,3,n060w8,4690,1,0
2015-05-26 Tue 15:14:56,4,n060w8,4620,1,0
2015-05-26 Tue 15:14:59,5,n060w8,4570,1,0
2015-05-26 Tue 15:15:02,6,n060w8,4635,1,0
2015-05-26 Tue 15:15:05,7,n060w8,4675,1,0
2015-05-26 Tue 15:54:52,0,n080w4,4110,1,0
2015-05-26 Tue 15:54:53,1,n080w4,4190,1,0
2015-05-26 Tue 15:54:56,2,n080w4,4220,1,0
2015-05-26 Tue 15:54:59,3,n080w4,4095,1,0
2015-05-26 Tue 15:55:02,4,n080w4,4330,1,0
2015-05-26 Tue 15:55:05,5,n080w4,4200,1,0
2015-05-26 Tue 15:55:08,6,n080w4,4165,1,0
2015-05-26 Tue 15:55:11,7,n080w4,4030,1,0
2015-05-26 Tue 16:19:18,0,n050w8,6935,1,0
2015-05-26 Tue 16:19:19,1,n050w8,6930,1,0
2015-05-26 Tue 16:19:22,2,n050w8,7100,1,0
2015-05-26 Tue 16:19:25,3,n050w8,6720,1,0
2015-05-26 Tue 16:19:28,4,n050w8,6930,1,0
2015-05-26 Tue 16:19:31,5,n050w8,6880,1,0
2015-05-26 Tue 16:19:34,6,n050w8,7155,1,0
2015-05-26 Tue 16:19:37,7,n050w8,6785,1,0
2015-05-26 Tue 16:49:32,0,n060w4,3385,1,0
2015-05-26 Tue 16:49:33,1,n060w4,3480,1,0
2015-05-26 Tue 16:49:36,2,n060w4,3505,1,0
2015-05-26 Tue 16:49:39,3,n060w4,3390,1,0
2015-05-26 Tue 16:49:42,4,n060w4,3425,1,0
2015-05-26 Tue 16:49:45,5,n060w4,3315,1,0
2015-05-26 Tue 16:49:48,6,n060w4,3565,1,0
2015-05-26 Tue 16:49:51,7,n060w4,3430,1,0
2015-05-26 Tue 17:06:18,0,n040w8,3905,1,0
