Time, ID, Instance, Algorithm, RandSeed, Duration, Feasible, ObjCheck, ObjValue, AccObjValue, Solution
2015-03-31 Tue 10:34:59,,n120w8[H0-n120w8-0.txt][WD-n120w8-9.txt],Tabu[GreedyInit][IterativeLocalSearch],10,8.919s,1,3775,3775,3775,0 1 0 1 0 0 -1 0 -1 0 0 1 0 0 3 0 3 0 3 1 3 1 3 0 -1 0 -1 0 0 0 0 1 -1 0 -1 0 -1 0 0 1 0 1 -1 0 -1 0 2 0 2 1 2 0 2 1 3 0 0 0 0 0 1 0 1 0 1 1 -1 0 -1 0 -1 0 0 1 0 0 2 0 2 0 2 0 3 0 -1 0 -1 0 -1 0 0 0 0 0 0 1 2 0 0 1 -1 0 -1 0 0 1 0 0 0 0 1 0 2 0 -1 0 -1 0 2 1 2 1 -1 0 -1 0 1 0 1 0 2 1 -1 0 -1 0 3 0 3 1 2 1 2 0 -1 0 1 1 1 0 -1 0 -1 0 -1 0 2 1 2 1 2 1 -1 0 2 0 2 1 -1 0 -1 0 -1 0 -1 0 1 0 1 1 2 0 -1 0 3 1 3 0 3 1 3 1 -1 0 -1 0 -1 0 -1 0 0 1 0 0 1 0 1 0 3 1 -1 0 3 0 3 1 3 0 3 1 -1 0 -1 0 1 1 -1 0 -1 0 -1 0 -1 0 3 1 3 0 1 0 1 0 2 1 2 0 -1 0 -1 0 -1 0 -1 0 -1 0 1 0 1 0 1 1 -1 0 -1 0 2 1 3 0 3 0 3 0 3 1 -1 0 -1 0 3 1 3 2 3 2 3 2 -1 0 -1 0 -1 0 0 1 0 2 0 1 -1 0 -1 0 2 2 2 2 3 1 3 2 -1 0 -1 0 -1 0 1 1 1 1 -1 0 -1 0 1 2 1 1 1 1 -1 0 -1 0 2 2 -1 0 -1 0 0 2 0 1 0 1 0 1 3 2 3 1 -1 0 -1 0 2 1 2 2 2 2 3 1 3 2 3 2 -1 0 -1 0 -1 0 -1 0 3 2 3 1 3 1 3 1 -1 0 -1 0 -1 0 -1 0 2 1 2 2 2 2 2 1 -1 0 -1 0 0 2 -1 0 -1 0 -1 0 0 2 2 1 2 1 1 1 1 1 1 2 -1 0 -1 0 3 2 3 1 -1 0 1 2 1 2 0 1 0 2 -1 0 -1 0 -1 0 1 2 1 1 3 1 3 1 -1 0 -1 0 2 1 2 1 2 1 2 1 -1 0 -1 0 -1 0 -1 0 1 1 1 1 2 1 2 2 -1 0 -1 0 2 2 2 2 2 1 -1 0 -1 0 1 2 1 2 2 2 2 2 -1 0 -1 0 1 2 1 2 0 2 1 1 1 1 1 2 2 2 2 2 3 1 3 2 1 1 1 1 1 1 1 1 1 1 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 1 2 1 3 1 0 1 0 1 1 1 1 2 1 2 -1 0 -1 0 0 2 0 2 0 1 0 2 0 1 0 2 1 1 1 2 1 2 3 2 3 1 3 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 3 2 3 1 3 2 2 2 -1 0 -1 0 -1 0 -1 0 0 2 0 2 -1 0 -1 0 0 1 0 1 0 1 -1 0 -1 0 0 2 0 2 0 2 -1 0 -1 0 1 1 1 2 3 1 3 1 3 1 -1 0 -1 0 2 2 2 1 1 2 1 1 1 2 0 1 0 1 -1 0 -1 0 1 2 1 1 1 1 0 2 0 1 -1 0 -1 0 -1 0 -1 0 1 2 1 2 0 2 0 2 0 2 2 2 2 2 -1 0 -1 0 -1 0 2 2 2 2 0 2 0 2 0 2 1 2 1 2 -1 0 -1 0 0 2 0 2 0 2 0 2 0 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 -1 0 2 2 2 2 -1 0 2 2 2 2 2 2 2 2 -1 0 -1 0 -1 0 0 2 0 2 0 2 0 2 -1 0 -1 0 3 2 3 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 2 2 2 2 2 2 2 -1 0 -1 0 2 2 -1 0 -1 0 0 2 0 2 0 2 1 2 3 2 3 2 3 2 -1 0 -1 0 1 2 1 2 2 2 2 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 1 2 1 2 0 2 1 2 1 2 2 2 2 2 -1 0 -1 0 -1 0 0 2 0 2 1 2 1 2 -1 0 -1 0 -1 0 -1 0 0 2 0 2 3 2 3 2 -1 0 -1 0 2 2 2 2 2 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 1 2 1 2 1 2 -1 0 -1 0 1 2 1 2 2 2 2 2 2 2 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 1 2 2 2 2 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 2 2 2 2 2 -1 0 -1 0 1 2 -1 0 -1 0 2 2 2 2 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 -1 0 1 2 1 2 2 2 2 2 -1 0 -1 0 1 2 1 2 3 2 3 2 3 2 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 2 2 2 1 2 1 2 1 2 1 2 -1 0 -1 0 -1 0 3 2 3 2 3 2 3 2 3 2 -1 0 -1 0 2 2 2 2 -1 0 -1 0 -1 0 1 2 1 2 0 2 0 2 0 2 1 2 1 2 -1 0 -1 0 3 2 3 2 3 2 -1 0 -1 0 3 2 3 2 -1 0 0 2 0 2 1 2 1 2 -1 0 -1 0 0 2 0 2 0 2 0 2 0 2 -1 0 -1 0 -1 0 1 2 1 2 0 2 0 2 3 2 3 2 0 2 0 2 0 2 3 2 3 2 -1 0 -1 0 -1 0 2 2 2 2 2 2 2 2 -1 0 -1 0 -1 0 -1 0 1 2 1 2 1 2 -1 0 -1 0 0 3 1 3 1 3 -1 0 -1 0 -1 0 -1 0 2 3 2 3 3 3 3 3 3 3 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 1 3 1 3 2 3 -1 0 -1 0 -1 0 0 3 0 3 0 3 2 3 1 3 -1 0 -1 0 1 3 1 3 0 3 0 3 2 3 2 3 2 3 2 3 -1 0 -1 0 -1 0 -1 0 3 3 3 3 3 3 3 3 -1 0 -1 0 1 3 -1 0 -1 0 -1 0 1 3 1 3 1 3 -1 0 1 3 1 3 1 3 1 3 -1 0 -1 0 3 3 -1 0 1 3 1 3 1 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 2 3 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 0 3 0 3 0 3 3 3 3 3 3 3 3 3 3 3 -1 0 -1 0 3 3 3 3 3 3 -1 0 -1 0 -1 0 -1 0 2 3 2 3 2 3 2 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 2 3 2 3 -1 0 -1 0 3 3 3 3 -1 0 -1 0 0 3 0 3 3 3 1 3 1 3 1 3 1 3 1 3 -1 0 -1 0 1 3 -1 0 0 3 0 3 0 3 -1 0 -1 0 3 3 3 3 3 3 3 3 3 3 -1 0 -1 0 0 3 0 3 0 3 -1 0 -1 0 3 3 3 3 -1 0 0 3 0 3 0 3 0 3 -1 0 -1 0 -1 0 -1 0 1 3 1 3 0 3 0 3 1 3 -1 0 0 3 0 3 0 3 0 3 -1 0 -1 0 0 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 0 3 0 3 2 3 2 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 -1 0 -1 0 3 3 3 3 -1 0 0 3 0 3 0 3 2 3 2 3 -1 0 1 3 1 3 -1 0 -1 0 3 3 3 3 3 3 2 3 2 3 2 3 -1 0 -1 0 0 3 0 3 
2015-03-31 Tue 10:35:09,,n120w8[history-week0.txt][WD-n120w8-2.txt],Tabu[GreedyInit][IterativeLocalSearch],10,8.218s,1,3315,3315,3315,0 0 2 1 2 0 -1 0 -1 0 -1 0 -1 0 -1 0 3 0 3 0 3 0 3 0 -1 0 -1 0 0 1 2 0 2 1 -1 0 -1 0 1 0 1 1 3 0 -1 0 -1 0 2 0 3 0 3 0 3 0 2 1 2 0 2 1 -1 0 -1 0 3 1 3 1 -1 0 -1 0 -1 0 1 1 1 0 1 0 2 0 2 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 3 0 3 1 3 1 3 1 -1 0 -1 0 -1 0 0 0 1 0 1 0 3 1 3 1 3 0 3 1 -1 0 3 1 3 0 3 1 -1 0 -1 0 0 1 0 1 2 0 2 0 2 1 -1 0 -1 0 3 1 3 1 3 0 -1 0 -1 0 2 0 2 1 2 1 -1 0 -1 0 -1 0 -1 0 0 0 0 0 -1 0 -1 0 3 0 3 0 3 0 -1 0 -1 0 -1 0 1 0 1 0 1 1 1 1 -1 0 -1 0 2 0 2 1 2 1 2 1 2 1 -1 0 -1 0 3 1 -1 0 -1 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 1 2 0 2 1 2 0 2 1 2 0 2 0 2 1 2 0 -1 0 -1 0 0 2 0 2 0 1 -1 0 -1 0 0 1 0 2 2 2 2 2 -1 0 -1 0 0 2 0 1 2 2 -1 0 -1 0 -1 0 -1 0 3 2 3 2 3 1 -1 0 -1 0 3 1 3 1 3 1 -1 0 -1 0 0 1 -1 0 -1 0 2 2 2 1 -1 0 -1 0 -1 0 3 1 3 1 3 1 3 2 -1 0 -1 0 -1 0 2 2 2 2 2 2 2 2 -1 0 -1 0 -1 0 1 2 1 2 3 2 3 2 -1 0 -1 0 1 1 1 2 0 1 0 1 0 1 -1 0 -1 0 2 2 2 1 -1 0 -1 0 0 2 0 2 2 1 3 2 -1 0 -1 0 0 1 1 1 1 2 0 1 0 2 0 1 0 1 1 2 1 2 -1 0 -1 0 -1 0 1 1 1 1 2 1 2 2 2 2 3 1 3 2 3 1 3 1 3 1 -1 0 1 2 1 1 0 2 0 1 -1 0 -1 0 1 2 1 2 0 2 2 1 2 1 -1 0 -1 0 1 1 1 2 2 2 1 1 1 1 -1 0 -1 0 0 1 0 1 0 2 -1 0 -1 0 -1 0 2 1 2 1 -1 0 -1 0 3 2 3 1 3 2 -1 0 -1 0 2 1 2 1 3 1 -1 0 -1 0 -1 0 -1 0 1 1 1 2 -1 0 1 1 1 2 1 1 3 1 3 1 3 2 1 1 -1 0 -1 0 1 2 1 1 -1 0 -1 0 1 2 1 2 1 1 -1 0 -1 0 1 1 1 2 3 1 -1 0 -1 0 -1 0 -1 0 0 1 0 1 0 1 3 2 3 2 3 1 3 1 -1 0 -1 0 0 2 3 1 3 2 3 2 -1 0 0 2 0 2 1 1 -1 0 -1 0 0 1 0 1 1 2 1 2 2 1 -1 0 -1 0 1 1 0 1 0 2 2 2 1 2 1 2 1 1 1 2 1 1 -1 0 -1 0 0 1 0 1 0 2 0 2 0 2 -1 0 -1 0 -1 0 -1 0 0 2 0 2 0 2 -1 0 -1 0 2 2 -1 0 -1 0 1 2 1 2 -1 0 -1 0 0 2 0 2 -1 0 -1 0 3 2 3 2 3 2 0 2 0 2 0 2 0 2 0 2 -1 0 -1 0 3 2 3 2 -1 0 -1 0 -1 0 -1 0 -1 0 2 2 -1 0 -1 0 1 2 1 2 1 2 1 2 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 -1 0 -1 0 0 2 0 2 0 2 -1 0 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 2 2 2 2 2 2 2 2 2 2 -1 0 -1 0 1 2 -1 0 -1 0 2 2 2 2 -1 0 -1 0 1 2 1 2 2 2 -1 0 -1 0 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 0 2 -1 0 -1 0 -1 0 -1 0 2 2 2 2 -1 0 2 2 2 2 3 2 3 2 -1 0 -1 0 -1 0 2 2 2 2 2 2 2 2 -1 0 -1 0 -1 0 0 2 0 2 0 2 1 2 -1 0 -1 0 -1 0 0 2 0 2 0 2 0 2 -1 0 -1 0 2 2 2 2 2 2 2 2 2 2 -1 0 -1 0 1 2 1 2 1 2 1 2 1 2 -1 0 -1 0 0 2 0 2 0 2 2 2 2 2 -1 0 -1 0 2 2 2 2 2 2 -1 0 -1 0 1 2 1 2 -1 0 -1 0 -1 0 3 2 3 2 3 2 3 2 3 2 3 2 -1 0 -1 0 3 2 3 2 3 2 -1 0 2 2 2 2 2 2 2 2 -1 0 -1 0 2 2 2 2 2 2 -1 0 -1 0 -1 0 -1 0 -1 0 0 2 0 2 0 2 0 2 -1 0 -1 0 -1 0 1 2 1 2 0 2 0 2 1 2 1 2 2 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 1 2 1 2 1 2 -1 0 -1 0 2 2 2 2 1 2 1 2 1 2 -1 0 -1 0 3 2 3 2 1 2 3 2 3 2 -1 0 -1 0 -1 0 -1 0 0 2 0 2 0 2 -1 0 -1 0 0 2 0 2 3 2 -1 0 -1 0 1 2 1 2 -1 0 -1 0 3 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 -1 0 1 2 1 2 2 2 2 2 -1 0 -1 0 -1 0 -1 0 -1 0 0 2 0 2 0 2 3 2 -1 0 -1 0 1 2 1 2 2 2 -1 0 -1 0 -1 0 -1 0 0 2 0 2 3 2 3 2 3 2 -1 0 -1 0 -1 0 1 2 1 2 2 2 2 2 -1 0 0 3 0 3 3 3 3 3 -1 0 -1 0 1 3 1 3 0 3 0 3 0 3 -1 0 -1 0 2 3 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 3 -1 0 -1 0 -1 0 -1 0 0 3 0 3 0 3 -1 0 -1 0 -1 0 1 3 1 3 3 3 -1 0 2 3 2 3 2 3 2 3 -1 0 -1 0 2 3 2 3 3 3 3 3 -1 0 -1 0 -1 0 1 3 1 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 2 3 3 3 3 3 -1 0 -1 0 -1 0 -1 0 -1 0 0 3 0 3 0 3 -1 0 -1 0 0 3 0 3 3 3 3 3 3 3 -1 0 -1 0 0 3 1 3 1 3 -1 0 -1 0 -1 0 -1 0 1 3 2 3 2 3 2 3 2 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 2 3 2 3 3 3 -1 0 1 3 1 3 1 3 1 3 -1 0 -1 0 0 3 0 3 0 3 -1 0 -1 0 1 3 1 3 3 3 -1 0 0 3 0 3 0 3 -1 0 -1 0 -1 0 2 3 2 3 2 3 2 3 -1 0 -1 0 0 3 0 3 0 3 0 3 -1 0 -1 0 -1 0 3 3 3 3 3 3 3 3 3 3 -1 0 -1 0 3 3 3 3 -1 0 -1 0 1 3 1 3 2 3 1 3 0 3 0 3 1 3 1 3 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 3 3 3 3 3 3 3 3 3 3 3 3 -1 0 -1 0 2 3 2 3 2 3 -1 0 -1 0 2 3 2 3 -1 0 -1 0 0 3 0 3 1 3 1 3 -1 0 -1 0 -1 0 3 3 -1 0 -1 0 0 3 0 3 3 3 3 3 -1 0 3 3 3 3 3 3 -1 0 -1 0 -1 0 3 3 3 3 -1 0 -1 0 -1 0 1 3 1 3 -1 0 -1 0 1 3 1 3 1 3 0 3 0 3 
